Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
371,3.457,,,,455.4101,65236,-1,Negative,,,,,456.4174,(M-H)-,,,,,,
372,2.334,,,,393.1713,65110,-1,Negative,,,,,394.1786,(M-H)-,,,,,,
373,2.684,,,,547.2828,64871,-1,Negative,,,,,548.2901,(M-H)-,,,,,,
374,4.303,,,,331.2641,64863,-1,Negative,,,,,332.2713,(M-H)-,,,,,,
375,10.024,,,,790.5942,64483,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:1e_16:0,,C42H84NO7P,745.5985,(M+CHO2)-,790.5967,-3.3,3.3,74.65,EtherPC 34:1e,1,EtherPC 18:1e/16:0,100.0
376,10.576,,,,670.5905,64240,-1,Negative,,,,,671.5978,(M-H)-,,,,,,
377,3.892,,,,61.9883,64021,-1,Negative,,,,,62.9956,(M-H)-,,,,,,
378,4.727,,,,369.3008,63595,-1,Negative,,,,,370.3080,(M-H)-,,,,,,
379,10.433,,,,846.6584,63460,-1,Negative,,,,,847.6657,(M-H)-,,,,,,
380,3.798,,,,1116.6071,63370,-1,Negative,,,,,1117.6144,(M-H)-,,,,,,
381,3.662,,,,253.2172,63167,-1,Negative,Free fatty acid,FA 16:1,,C16H30O2,254.2246,(M-H)-,253.2173,-0.3,0.3,76.99,FA 16:1,1,FA 16:1,100.0
382,7.172,,,,897.5836,63164,-1,Negative,,,,,898.5909,(M-H)-,,,,,,
383,9.465,,,,702.5432,63140,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:0e_18:1,,C39H78NO7P,703.5516,(M-H)-,702.5443,-1.6,1.6,93.77,EtherPE 34:1e,1,EtherPE 16:0e/18:1,100.0
384,6.970,,,,849.5494,62916,-1,Negative,Phosphatidylinositol,PI 35:1,,C44H83O13P,850.5571,(M-H)-,849.5499,-0.6,0.6,62.92,PI 35:1,3,,
385,6.942,,,,861.5492,62715,-1,Negative,Phosphatidylinositol,PI 18:0_18:2,,C45H83O13P,862.5571,(M-H)-,861.5499,-0.7,0.7,95.67,PI 36:2,2,PI 18:0/18:2,71.1
386,2.894,,,,554.2884,62569,-1,Negative,,,,,555.2957,(M-H)-,,,,,,
387,3.406,,,,504.2703,62401,-1,Negative,,,,,505.2776,(M-H)-,,,,,,
388,7.187,,,,365.3423,62331,-1,Negative,,,,,366.3496,(M-H)-,,,,,,
389,8.087,,,,740.5230,62168,-1,Negative,Phosphatidylethanolamine,PE 36:3,,C41H76NO8P,741.5309,(M-H)-,740.5236,-0.8,0.8,95.63,PE 36:3,3,,
390,7.517,,,,863.6257,61940,-1,Negative,,,,,864.6330,(M-H)-,,,,,,
391,2.690,,,,485.3272,61914,-1,Negative,,,,,486.3345,(M-H)-,,,,,,
392,10.097,,,,1016.7248,61893,-1,Negative,,,,,1017.7321,(M-H)-,,,,,,
393,3.813,,,,681.3505,61880,-1,Negative,,,,,682.3578,(M-H)-,,,,,,
394,9.482,,,,792.5541,61486,-1,Negative,Phosphatidylethanolamine,PE 18:0_22:5,,C45H80NO8P,793.5622,(M-H)-,792.5549,-0.9,0.9,86.09,PE 40:5,1,PE 18:0/22:5,100.0
395,6.418,,,,859.5334,60615,-1,Negative,,,,,860.5407,(M-H)-,,,,,,
396,10.516,,,,692.6526,60535,-1,Negative,,,,,693.6599,(M-H)-,,,,,,
397,1.576,,,,423.1524,60078,-1,Negative,,,,,424.1597,(M-H)-,,,,,,
398,7.954,,,,790.5408,60050,-1,Negative,Phosphatidylethanolamine,PE 18:1_22:5,,C45H78NO8P,791.5465,(M-H)-,790.5392,2.0,2.0,76.39,PE 40:6,3,PE 18:1/22:5,65.6
399,7.160,,,,761.5321,59920,-1,Negative,,,,,762.5393,(M-H)-,,,,,,
400,7.187,,,,744.4974,59908,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:2e_22:6,,C43H72NO7P,745.5046,(M-H)-,744.4974,0.1,0.1,69.27,EtherPE 38:8e,1,EtherPE 16:2e/22:6,100.0
401,3.818,,,,1307.5651,59397,-1,Negative,,,,,1308.5724,(M-H)-,,,,,,
402,7.580,,,,736.5491,59390,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:0e_14:0,,C38H78NO7P,691.5516,(M+CHO2)-,736.5498,-0.9,0.9,77.15,EtherPC 30:0e,2,EtherPC 16:0e/14:0,66.7
403,8.917,,,,1534.0851,59380,-1,Negative,,,,,1535.0924,(M-H)-,,,,,,
404,5.876,,,,821.5325,59375,-1,Negative,Phosphatidylglycerol,PG 18:1_22:5,,C46H79O10P,822.5411,(M-H)-,821.5338,-1.6,1.6,77.39,PG 40:6,2,PG 18:1/22:5,70.3
405,2.666,,,,552.2727,59333,-1,Negative,,,,,553.2800,(M-H)-,,,,,,
406,10.060,,,,816.6117,59248,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:1e_18:1,,C44H86NO7P,771.6142,(M+CHO2)-,816.6124,-0.8,0.8,83.49,EtherPC 36:2e,3,EtherPC 18:1e/18:1,59.0
407,4.131,,,,301.2383,58773,-1,Negative,,,,,302.2455,(M-H)-,,,,,,
408,10.873,,,,1426.9995,58761,-1,Negative,,,,,1428.0068,(M-H)-,,,,,,
409,10.241,,,,871.6642,58625,-1,Negative,,,,,872.6715,(M-H)-,,,,,,
410,9.123,,,,842.5910,58422,-1,Negative,Phosphatidylserine,PS 40:2,,C46H86NO10P,843.5989,(M-H)-,842.5917,-0.8,0.8,77.31,PS 40:2,4,,
411,1.915,,,,309.1739,58370,-1,Negative,,,,,310.1812,(M-H)-,,,,,,
412,6.236,,,,842.5159,58223,-1,Negative,,,,,843.5232,(M-H)-,,,,,,
413,4.652,,,,778.4197,58115,-1,Negative,,,,,779.4270,(M-H)-,,,,,,
414,0.593,,,,248.9604,57941,-1,Negative,,,,,249.9677,(M-H)-,,,,,,
415,7.150,,,,899.5654,57594,-1,Negative,Phosphatidylinositol,PI 39:4,,C48H85O13P,900.5728,(M-H)-,899.5655,-0.1,0.1,94.77,PI 39:4,2,,
416,0.529,,,,129.9758,57419,-1,Negative,,,,,130.9831,(M-H)-,,,,,,
417,9.746,,,,726.5437,57125,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_18:2,,C41H78NO7P,727.5516,(M-H)-,726.5443,-0.8,0.8,91.94,EtherPE 36:3e,3,EtherPE 18:1e/18:2,50.9
418,5.312,,,,831.5023,56823,-1,Negative,Phosphatidylinositol,PI 16:0_18:3,,C43H77O13P,832.5102,(M-H)-,831.5029,-0.7,0.7,94.10,PI 34:3,2,PI 16:0/18:3,56.5
419,0.593,,,,316.9478,56622,-1,Negative,,,,,317.9551,(M-H)-,,,,,,
420,10.044,,,,395.3892,56274,-1,Negative,,,,,396.3964,(M-H)-,,,,,,
421,5.006,,,,933.4893,56197,-1,Negative,,,,,934.4966,(M-H)-,,,,,,
422,8.812,,,,742.5761,55973,-1,Negative,,,,,743.5834,(M-H)-,,,,,,
423,8.207,,,,748.5280,55864,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:0e_22:6,,C43H76NO7P,749.5359,(M-H)-,748.5287,-1.0,1.0,94.73,EtherPE 38:6e,1,EtherPE 16:0e/22:6,100.0
424,10.184,,,,754.5748,55600,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:2e_20:1,,C43H82NO7P,755.5829,(M-H)-,754.5756,-1.1,1.1,75.60,EtherPE 38:3e,5,EtherPE 18:2e/20:1,39.4
425,3.794,,,,1200.6418,55568,-1,Negative,,,,,1201.6490,(M-H)-,,,,,,
426,10.766,,,,1373.9483,55548,-1,Negative,Cardiolipin,CL 66:3,,C75H140O17P2,1374.9566,(M-H)-,1373.9493,-0.8,0.8,85.28,CL 66:3,35,,
427,5.784,,,,901.5053,55150,-1,Negative,,,,,902.5125,(M-H)-,,,,,,
428,9.243,,,,923.6307,55136,-1,Negative,,,,,924.6380,(M-H)-,,,,,,
429,10.073,,,,820.5854,54759,-1,Negative,Phosphatidylethanolamine,PE 22:1_20:4,,C47H84NO8P,821.5935,(M-H)-,820.5862,-0.9,0.9,91.86,PE 42:5,4,PE 22:1/20:4,55.3
430,3.278,,,,506.2885,54695,-1,Negative,,,,,507.2957,(M-H)-,,,,,,
431,10.209,,,,870.6661,54620,-1,Negative,,,,,871.6733,(M-H)-,,,,,,
432,4.169,,,,391.2075,54604,-1,Negative,,,,,392.2148,(M-H)-,,,,,,
433,9.980,,,,714.5435,54592,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_17:1,,C40H78NO7P,715.5516,(M-H)-,714.5443,-1.1,1.1,79.37,EtherPE 35:2e,2,EtherPE 18:1e/17:1,62.5
434,2.111,,,,325.1840,54514,-1,Negative,,,,,326.1913,(M-H)-,,,,,,
435,6.078,,,,909.5491,54213,-1,Negative,Phosphatidylinositol,PI 18:1_22:5,,C49H83O13P,910.5571,(M-H)-,909.5499,-0.8,0.8,97.24,PI 40:6,1,PI 18:1/22:5,100.0
436,12.708,,,,129.9759,54143,-1,Negative,,,,,130.9831,(M-H)-,,,,,,
437,7.877,,,,810.5645,54078,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:1e_20:4,,C44H80NO7P,765.5672,(M+CHO2)-,810.5654,-1.1,1.1,90.07,EtherPC 36:5e,1,EtherPC 16:1e/20:4,100.0
438,3.339,,,,301.2170,54021,-1,Negative,,,,,302.2243,(M-H)-,,,,,,
439,8.243,,,,728.5230,53816,-1,Negative,Phosphatidylethanolamine,PE 17:1_18:1,,C40H76NO8P,729.5309,(M-H)-,728.5236,-0.8,0.8,96.77,PE 35:2,1,PE 17:1/18:1,100.0
440,0.533,,,,134.8947,53633,-1,Negative,,,,,135.9019,(M-H)-,,,,,,
441,10.631,,,,686.6054,53461,-1,Negative,,,,,687.6127,(M-H)-,,,,,,
442,7.164,,,,909.5784,53384,-1,Negative,Digalactosyldiacylglycerol,DGDG 14:0_16:0,,C45H84O15,864.5810,(M+CHO2)-,909.5792,-0.9,0.9,81.37,DGDG 30:0,3,DGDG 14:0/16:0,90.2
443,7.767,,,,597.4842,53364,-1,Negative,,,,,598.4915,(M-H)-,,,,,,
444,10.697,,,,678.6400,52837,-1,Negative,,,,,679.6473,(M-H)-,,,,,,
445,11.079,,,,918.7159,52837,-1,Negative,Phosphatidylcholine,PC 16:0_26:0,,C50H100NO8P,873.7187,(M+CHO2)-,918.7169,-1.0,1.0,92.68,PC 42:0,1,PC 16:0/26:0,100.0
446,6.139,,,,818.4880,52490,-1,Negative,,,,,819.4953,(M-H)-,,,,,,
447,9.676,,,,718.5386,52374,-1,Negative,Phosphatidylethanolamine,PE 16:0_18:0,,C39H78NO8P,719.5465,(M-H)-,718.5392,-0.8,0.8,88.82,PE 34:0,1,PE 16:0/18:0,100.0
448,3.118,,,,599.3199,52285,-1,Negative,Lysophosphatidylinositol,LPI 18:0,,C27H53O12P,600.3275,(M-H)-,599.3202,-0.5,0.5,86.67,LPI 18:0,1,LPI 18:0,100.0
449,10.178,,,,834.6220,52227,-1,Negative,Phosphatidylcholine,PC 16:0_20:0,,C44H88NO8P,789.6248,(M+CHO2)-,834.6230,-1.2,1.2,92.66,PC 36:0,2,PC 16:0/20:0,76.0
450,6.460,,,,810.5258,52086,-1,Negative,,,,,811.5330,(M-H)-,,,,,,
451,4.718,,,,789.4438,51657,-1,Negative,,,,,790.4511,(M-H)-,,,,,,
452,3.819,,,,673.2655,51508,-1,Negative,,,,,674.2728,(M-H)-,,,,,,
453,8.606,,,,891.5961,51446,-1,Negative,Phosphatidylinositol,PI 18:0_20:1,,C47H89O13P,892.6041,(M-H)-,891.5968,-0.8,0.8,97.39,PI 38:1,3,PI 18:0/20:1,44.6
454,7.181,,,,847.5700,51233,-1,Negative,,,,,848.5773,(M-H)-,,,,,,
455,5.320,,,,769.5020,51129,-1,Negative,Phosphatidylglycerol,PG 36:4,,C42H75O10P,770.5098,(M-H)-,769.5025,-0.6,0.6,88.53,PG 36:4,3,,
456,5.617,,,,869.5290,51128,-1,Negative,,,,,870.5362,(M-H)-,,,,,,
457,4.014,,,,532.3016,51095,-1,Negative,,,,,533.3089,(M-H)-,,,,,,
458,5.762,,,,806.4969,50989,-1,Negative,Phosphatidylserine,PS 16:0_22:6,,C44H74NO10P,807.5050,(M-H)-,806.4978,-1.1,1.1,67.73,PS 38:6,1,PS 16:0/22:6,100.0
459,6.246,,,,798.5288,50667,-1,Negative,Phosphatidylcholine,PC 14:0_20:4,,C42H76NO8P,753.5309,(M+CHO2)-,798.5291,-0.4,0.4,92.03,PC 34:4,3,PC 14:0/20:4,71.0
460,5.353,,,,820.5701,50620,-1,Negative,,,,,821.5774,(M-H)-,,,,,,
461,5.836,,,,907.5338,50433,-1,Negative,Phosphatidylinositol,PI 18:1_22:6,,C49H81O13P,908.5415,(M-H)-,907.5342,-0.5,0.5,95.73,PI 40:7,1,PI 18:1/22:6,100.0
462,5.247,,,,720.4815,50379,-1,Negative,Phosphatidylcholine,PC 14:0_14:1,,C36H70NO8P,675.4839,(M+CHO2)-,720.4821,-0.8,0.8,96.45,PC 28:1,2,PC 14:0/14:1,68.0
463,8.889,,,,788.5805,50234,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:1e_18:1,,C42H82NO7P,743.5829,(M+CHO2)-,788.5811,-0.7,0.7,87.37,EtherPC 34:2e,3,EtherPC 16:1e/18:1,62.0
464,7.424,,,,734.5335,50223,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:1e_14:0,,C38H76NO7P,689.5359,(M+CHO2)-,734.5341,-0.8,0.8,77.54,EtherPC 30:1e,2,EtherPC 16:1e/14:0,73.6
465,7.892,,,,814.5595,50198,-1,Negative,Phosphatidylserine,PS 18:1_20:1,,C44H82NO10P,815.5676,(M-H)-,814.5604,-1.1,1.1,78.53,PS 38:2,3,PS 18:1/20:1,46.6
466,10.741,,,,708.6507,50115,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_25:0,,C43H85NO3,663.6529,(M+CHO2)-,708.6511,-0.6,0.6,67.88,Cer_NS d43:1,1,Cer_NS d18:1/25:0,100.0
467,10.268,,,,844.6421,50038,-1,Negative,,,,,845.6494,(M-H)-,,,,,,
468,7.054,,,,760.5585,49971,-1,Negative,,,,,761.5658,(M-H)-,,,,,,
469,7.558,,,,862.5600,49946,-1,Negative,,,,,863.5673,(M-H)-,,,,,,
470,5.307,,,,817.5051,49620,-1,Negative,Phosphatidylglycerol,PG 20:4_20:4,,C46H75O10P,818.5098,(M-H)-,817.5025,3.2,3.2,81.80,PG 40:8,2,PG 20:4/20:4,64.9
471,7.189,,,,800.5445,49592,-1,Negative,,,,,801.5518,(M-H)-,,,,,,
472,8.584,,,,716.5590,49485,-1,Negative,,,,,717.5663,(M-H)-,,,,,,
473,11.062,,,,1430.0104,49212,-1,Negative,Cardiolipin,CL 70:3,,C79H148O17P2,1431.0192,(M-H)-,1430.0119,-1.1,1.1,84.85,CL 70:3,12,,
474,9.954,,,,565.3776,49077,-1,Negative,,,,,566.3849,(M-H)-,,,,,,
475,5.815,,,,771.5176,48896,-1,Negative,Phosphatidylglycerol,PG 18:1_18:2,,C42H77O10P,772.5254,(M-H)-,771.5182,-0.8,0.8,87.23,PG 36:3,1,PG 18:1/18:2,100.0
476,4.261,,,,367.2639,48417,-1,Negative,,,,,368.2712,(M-H)-,,,,,,
477,2.833,,,,444.3326,48394,-1,Negative,,,,,445.3399,(M-H)-,,,,,,
478,9.821,,,,752.5590,48379,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:0e_20:4,,C43H80NO7P,753.5672,(M-H)-,752.5600,-1.3,1.3,96.61,EtherPE 38:4e,1,EtherPE 18:0e/20:4,100.0
479,9.531,,,,900.5940,48295,-1,Negative,,,,,901.6013,(M-H)-,,,,,,
480,10.042,,,,600.5123,48045,-1,Negative,,,,,601.5196,(M-H)-,,,,,,
481,12.771,,,,154.9475,48029,-1,Negative,,,,,155.9547,(M-H)-,,,,,,
482,12.704,,,,316.9478,47768,-1,Negative,,,,,317.9550,(M-H)-,,,,,,
483,6.382,,,,898.5581,47728,-1,Negative,Phosphatidylcholine,PC 20:4_22:6,,C50H80NO8P,853.5622,(M+CHO2)-,898.5604,-2.5,2.5,89.15,PC 42:10,2,PC 20:4/22:6,73.8
484,4.703,,,,382.2510,47539,-1,Negative,,,,,383.2583,(M-H)-,,,,,,
485,3.243,,,,546.2808,47409,-1,Negative,,,,,547.2880,(M-H)-,,,,,,
486,4.616,,,,560.3328,47360,-1,Negative,,,,,561.3401,(M-H)-,,,,,,
487,3.459,,,,451.2912,47252,-1,Negative,,,,,452.2985,(M-H)-,,,,,,
488,8.851,,,,818.5908,47126,-1,Negative,Phosphatidylcholine,PC 35:1,,C43H84NO8P,773.5935,(M+CHO2)-,818.5917,-1.1,1.1,96.32,PC 35:1,4,,
489,6.529,,,,903.5212,46981,-1,Negative,,,,,904.5285,(M-H)-,,,,,,
490,2.392,,,,538.3146,46767,-1,Negative,Lysophophatidylcholine,LPC 16:1/0:0,,C24H48NO7P,493.3168,(M+CHO2)-,538.3150,-0.8,0.8,97.63,LPC 16:1,1,LPC 16:1,100.0
491,8.592,,,,716.5783,46726,-1,Negative,,,,,717.5856,(M-H)-,,,,,,
492,10.335,,,,846.6617,46607,-1,Negative,,,,,847.6690,(M-H)-,,,,,,
493,8.777,,,,574.4794,46600,-1,Negative,,,,,575.4867,(M-H)-,,,,,,
494,7.174,,,,700.4917,46318,-1,Negative,Phosphatidylethanolamine,PE 16:1_17:1,,C38H72NO8P,701.4996,(M-H)-,700.4923,-0.9,0.9,85.00,PE 33:2,1,PE 16:1/17:1,100.0
495,4.171,,,,473.3056,46209,-1,Negative,,,,,474.3128,(M-H)-,,,,,,
496,10.774,,,,942.7163,45998,-1,Negative,Phosphatidylcholine,PC 18:1_26:1,,C52H100NO8P,897.7187,(M+CHO2)-,942.7169,-0.6,0.6,94.83,PC 44:2,3,PC 18:1/26:1,54.4
497,5.405,,,,746.4972,45983,-1,Negative,Phosphatidylcholine,PC 14:1_16:1,,C38H72NO8P,701.4996,(M+CHO2)-,746.4978,-0.8,0.8,94.00,PC 30:2,1,PC 14:1/16:1,100.0
498,4.076,,,,305.2485,45965,-1,Negative,,,,,306.2558,(M-H)-,,,,,,
499,5.283,,,,431.1390,45916,-1,Negative,,,,,432.1463,(M-H)-,,,,,,
500,2.965,,,,1035.6624,45896,-1,Negative,,,,,1036.6697,(M-H)-,,,,,,
501,3.134,,,,634.3332,45844,-1,Negative,,,,,635.3405,(M-H)-,,,,,,
502,8.217,,,,698.5122,45719,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:2e_16:1,,C39H74NO7P,699.5203,(M-H)-,698.5130,-1.2,1.2,96.76,EtherPE 34:3e,1,EtherPE 18:2e/16:1,100.0
503,4.924,,,,419.2387,45620,-1,Negative,,,,,420.2460,(M-H)-,,,,,,
504,6.851,,,,1456.0594,45562,-1,Negative,,,,,1457.0666,(M-H)-,,,,,,
505,4.307,,,,349.2358,45501,-1,Negative,,,,,350.2431,(M-H)-,,,,,,
506,8.664,,,,880.6068,45356,-1,Negative,Phosphatidylcholine,PC 40:5,,C48H86NO8P,835.6091,(M+CHO2)-,880.6073,-0.6,0.6,94.35,PC 40:5,2,,
507,10.231,,,,1034.7355,45311,-1,Negative,,,,,1035.7427,(M-H)-,,,,,,
508,10.559,,,,884.7191,45282,-1,Negative,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d18:1_26:0,,C50H97NO8,839.7214,(M+CHO2)-,884.7196,-0.5,0.5,91.99,HexCer_NS d44:1,1,HexCer_NS d18:1/26:0,100.0
509,5.748,,,,787.5215,45083,-1,Negative,,,,,788.5287,(M-H)-,,,,,,
510,0.512,,,,606.0740,45074,-1,Negative,,,,,607.0813,(M-H)-,,,,,,
511,3.444,,,,552.3666,44501,-1,Negative,,,,,553.3738,(M-H)-,,,,,,
512,10.223,,,,61.9884,44459,-1,Negative,,,,,62.9957,(M-H)-,,,,,,
513,7.675,,,,760.5493,44361,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:1e_16:1,,C40H78NO7P,715.5516,(M+CHO2)-,760.5498,-0.7,0.7,88.21,EtherPC 32:2e,1,EtherPC 16:1e/16:1,100.0
514,9.131,,,,775.5561,43655,-1,Negative,Monogalactosyldiacylglycerol,MGDG 16:0_16:0,,C41H78O10,730.5595,(M+CHO2)-,775.5577,-2.0,2.0,91.01,MGDG 32:0,1,MGDG 16:0/16:0,100.0
515,6.632,,,,861.5945,43581,-1,Negative,,,,,862.6018,(M-H)-,,,,,,
516,9.169,,,,724.5280,43262,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_20:3,,C41H76NO7P,725.5359,(M-H)-,724.5287,-1.0,1.0,96.31,EtherPE 36:4e,1,EtherPE 16:1e/20:3,100.0
517,3.462,,,,357.1592,43161,-1,Negative,,,,,358.1665,(M-H)-,,,,,,
518,2.691,,,,407.1871,43113,-1,Negative,,,,,408.1943,(M-H)-,,,,,,
519,12.706,,,,248.9606,42886,-1,Negative,,,,,249.9678,(M-H)-,,,,,,
520,10.522,,,,718.6346,42636,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_26:2,,C44H83NO3,673.6373,(M+CHO2)-,718.6355,-1.3,1.3,97.02,Cer_NS d44:3,4,Cer_NS d18:1/26:2,36.2
521,9.319,,,,601.5154,42627,-1,Negative,,,,,602.5227,(M-H)-,,,,,,
522,6.736,,,,747.5378,42600,-1,Negative,,,,,748.5451,(M-H)-,,,,,,
523,10.614,,,,694.6727,42504,-2,Negative,,,,,1391.3599,(M-2H)-2,,,,,,
524,9.263,,,,816.6111,42421,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:1e_18:1,,C44H86NO7P,771.6142,(M+CHO2)-,816.6124,-1.5,1.5,82.37,EtherPC 36:2e,2,EtherPC 18:1e/18:1,65.5
525,3.464,,,,341.1817,42190,-1,Negative,,,,,342.1890,(M-H)-,,,,,,
526,1.956,,,,379.1558,42163,-1,Negative,,,,,380.1630,(M-H)-,,,,,,
527,10.316,,,,912.6690,41835,-1,Negative,Phosphatidylcholine,PC 24:1_18:2,,C50H94NO8P,867.6717,(M+CHO2)-,912.6699,-1.0,1.0,94.23,PC 42:3,3,PC 24:1/18:2,41.7
528,10.055,,,,852.6564,41642,-1,Negative,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d42:3,,C48H89NO8,807.6588,(M+CHO2)-,852.6570,-0.7,0.7,84.48,HexCer_NS d42:3,40,,
529,9.102,,,,858.5838,41573,-1,Negative,,,,,859.5911,(M-H)-,,,,,,
530,8.109,,,,568.4942,41503,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d17:1_16:0,,C33H65NO3,523.4964,(M+CHO2)-,568.4946,-0.8,0.8,92.99,Cer_NS d33:1,2,Cer_NS d17:1/16:0,64.9
531,6.691,,,,747.6191,41450,-1,Negative,,,,,748.6264,(M-H)-,,,,,,
532,10.565,,,,706.6347,41428,-1,Negative,,,,,707.6420,(M-H)-,,,,,,
533,9.754,,,,844.5470,41330,-1,Negative,,,,,845.5542,(M-H)-,,,,,,
534,10.596,,,,896.6358,41321,-1,Negative,,,,,897.6430,(M-H)-,,,,,,
535,10.286,,,,824.6151,41303,-1,Negative,Phosphatidylethanolamine,PE 24:1_18:2,,C47H88NO8P,825.6248,(M-H)-,824.6175,-2.9,2.9,71.32,PE 42:3,4,PE 24:1/18:2,47.8
536,0.689,,,,255.1600,41209,-1,Negative,,,,,256.1673,(M-H)-,,,,,,
537,5.847,,,,925.5054,41172,-1,Negative,,,,,926.5126,(M-H)-,,,,,,
538,8.036,,,,746.5680,41087,-1,Negative,,,,,747.5752,(M-H)-,,,,,,
539,4.654,,,,524.2761,40882,-1,Negative,,,,,525.2834,(M-H)-,,,,,,
540,6.100,,,,734.4760,40781,-1,Negative,Phosphatidylethanolamine,PE 16:1_20:5,,C41H70NO8P,735.4839,(M-H)-,734.4766,-0.8,0.8,94.08,PE 36:6,1,PE 16:1/20:5,100.0
541,9.061,,,,844.6054,40769,-1,Negative,Phosphatidylcholine,PC 37:2,,C45H86NO8P,799.6091,(M+CHO2)-,844.6073,-2.3,2.3,83.72,PC 37:2,4,,
542,10.662,,,,817.6498,40765,-1,Negative,,,,,818.6571,(M-H)-,,,,,,
543,10.295,,,,628.5437,40726,-1,Negative,,,,,629.5510,(M-H)-,,,,,,
544,8.295,,,,722.5659,40689,-1,Negative,,,,,723.5732,(M-H)-,,,,,,
545,8.723,,,,582.5608,40676,-1,Negative,,,,,583.5681,(M-H)-,,,,,,
546,6.524,,,,760.4925,40657,-1,Negative,Phosphatidylethanolamine,PE 16:1_22:6,,C43H72NO8P,761.4996,(M-H)-,760.4923,0.2,0.2,74.37,PE 38:7,1,PE 16:1/22:6,100.0
547,11.964,,,,451.2914,39865,-1,Negative,,,,,452.2986,(M-H)-,,,,,,
548,4.000,,,,391.2618,39848,-1,Negative,,,,,392.2691,(M-H)-,,,,,,
549,10.198,,,,804.5898,39817,-1,Negative,,,,,805.5971,(M-H)-,,,,,,
550,0.911,,,,447.1339,39772,-1,Negative,,,,,448.1412,(M-H)-,,,,,,
551,10.337,,,,862.6536,39706,-1,Negative,,,,,863.6608,(M-H)-,,,,,,
552,5.868,,,,790.4847,39629,-1,Negative,,,,,791.4920,(M-H)-,,,,,,
553,0.590,,,,452.9224,39306,-1,Negative,,,,,453.9297,(M-H)-,,,,,,
554,10.402,,,,924.6745,39281,-1,Negative,,,,,925.6818,(M-H)-,,,,,,
555,2.521,,,,524.2778,39273,-1,Negative,Lysophosphatidylethanolamine,LPE 22:6,,C27H44NO7P,525.2855,(M-H)-,524.2783,-0.9,0.9,83.48,LPE 22:6,1,LPE 22:6,100.0
556,8.770,,,,724.5280,39265,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_20:3,,C41H76NO7P,725.5359,(M-H)-,724.5287,-1.0,1.0,98.68,EtherPE 36:4e,1,EtherPE 16:1e/20:3,100.0
557,6.884,,,,818.5160,39261,-1,Negative,,,,,819.5233,(M-H)-,,,,,,
558,2.833,,,,512.3200,39118,-1,Negative,,,,,513.3273,(M-H)-,,,,,,
559,6.708,,,,1450.1325,39104,-1,Negative,,,,,1451.1397,(M-H)-,,,,,,
560,9.215,,,,818.5313,39012,-1,Negative,,,,,819.5386,(M-H)-,,,,,,
561,10.419,,,,695.5937,38902,-1,Negative,,,,,696.6010,(M-H)-,,,,,,
562,2.604,,,,605.3257,38734,-1,Negative,,,,,606.3329,(M-H)-,,,,,,
563,6.161,,,,784.5125,38646,-1,Negative,Phosphatidylserine,PS 18:1_18:2,,C42H76NO10P,785.5207,(M-H)-,784.5134,-1.2,1.2,79.02,PS 36:3,2,PS 18:1/18:2,65.3
564,3.167,,,,489.2770,38432,-1,Negative,,,,,490.2843,(M-H)-,,,,,,
565,3.686,,,,558.3326,38426,-1,Negative,,,,,559.3399,(M-H)-,,,,,,
566,8.933,,,,834.5262,38425,-1,Negative,,,,,835.5335,(M-H)-,,,,,,
567,4.927,,,,441.2625,38098,-1,Negative,,,,,442.2698,(M-H)-,,,,,,
568,5.841,,,,883.5756,38088,-1,Negative,,,,,884.5829,(M-H)-,,,,,,
569,0.691,,,,168.9895,38080,-1,Negative,,,,,169.9967,(M-H)-,,,,,,
570,7.499,,,,571.4686,38076,-1,Negative,,,,,572.4759,(M-H)-,,,,,,
