Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
410,3.464,,,,357.1593,50242,-1,Negative,,,,,358.1665,(M-H)-,,,,,,
411,6.136,,,,346.1771,49691,-1,Negative,,,,,347.1843,(M-H)-,,,,,,
412,3.988,,,,279.2328,49451,-1,Negative,,,,,280.2401,(M-H)-,,,,,,
413,4.610,,,,492.3456,49258,-1,Negative,,,,,493.3529,(M-H)-,,,,,,
414,10.560,,,,668.6186,49134,-1,Negative,,,,,669.6259,(M-H)-,,,,,,
415,9.968,,,,742.5714,49064,-1,Negative,,,,,743.5787,(M-H)-,,,,,,
416,6.074,,,,909.5493,48947,-1,Negative,Phosphatidylinositol,PI 18:1_22:5,,C49H83O13P,910.5571,(M-H)-,909.5499,-0.6,0.6,96.57,PI 40:6,1,PI 18:1/22:5,100.0
417,10.781,,,,916.7003,48890,-1,Negative,Phosphatidylcholine,PC 24:0_18:1,,C50H98NO8P,871.7030,(M+CHO2)-,916.7012,-0.9,0.9,93.91,PC 42:1,2,PC 24:0/18:1,71.3
418,8.186,,,,1564.1530,48856,-1,Negative,,,,,1565.1602,(M-H)-,,,,,,
419,8.208,,,,838.5972,48784,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 38:5e,,C46H84NO7P,793.5985,(M+CHO2)-,838.5967,0.6,0.6,88.28,EtherPC 38:5e,5,,
420,6.238,,,,747.5171,48714,-2,Negative,,,,,1497.0488,(M-2H)-2,,,,,,
421,12.704,,,,248.9607,48670,-1,Negative,,,,,249.9679,(M-H)-,,,,,,
422,10.387,,,,652.5880,48436,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d39:1,,C39H77NO3,607.5903,(M+CHO2)-,652.5885,-0.9,0.9,88.19,Cer_NS d39:1,4,,
423,8.358,,,,774.5434,48394,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_22:6,,C45H78NO7P,775.5516,(M-H)-,774.5443,-1.2,1.2,77.39,EtherPE 40:7e,1,EtherPE 18:1e/22:6,100.0
424,2.745,,,,528.2728,48349,-1,Negative,,,,,529.2800,(M-H)-,,,,,,
425,4.941,,,,165.0409,48138,-1,Negative,,,,,166.0482,(M-H)-,,,,,,
426,8.856,,,,766.5838,48061,-1,Negative,,,,,767.5911,(M-H)-,,,,,,
427,7.355,,,,871.5662,47962,-1,Negative,,,,,872.5735,(M-H)-,,,,,,
428,4.251,,,,61.9884,47915,-1,Negative,,,,,62.9957,(M-H)-,,,,,,
429,6.313,,,,842.5162,47643,-1,Negative,,,,,843.5235,(M-H)-,,,,,,
430,10.785,,,,1399.9639,47624,-1,Negative,Cardiolipin,CL 68:4,,C77H142O17P2,1400.9722,(M-H)-,1399.9649,-0.7,0.7,90.36,CL 68:4,41,,
431,12.038,,,,451.2914,47540,-1,Negative,,,,,452.2987,(M-H)-,,,,,,
432,4.493,,,,458.4211,47433,-1,Negative,,,,,459.4284,(M-H)-,,,,,,
433,9.564,,,,900.5941,47426,-1,Negative,,,,,901.6014,(M-H)-,,,,,,
434,5.748,,,,787.5213,47372,-1,Negative,,,,,788.5286,(M-H)-,,,,,,
435,10.255,,,,563.5515,47348,-1,Negative,,,,,564.5588,(M-H)-,,,,,,
436,4.714,,,,762.4248,47346,-1,Negative,,,,,763.4321,(M-H)-,,,,,,
437,6.686,,,,1450.1326,47278,-1,Negative,,,,,1451.1399,(M-H)-,,,,,,
438,5.666,,,,807.5026,47233,-1,Negative,Phosphatidylinositol,PI 16:0_16:1,,C41H77O13P,808.5102,(M-H)-,807.5029,-0.4,0.4,96.72,PI 32:1,4,PI 16:0/16:1,39.6
439,10.850,,,,722.6661,47161,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_26:0,,C44H87NO3,677.6686,(M+CHO2)-,722.6668,-0.9,0.9,95.20,Cer_NS d44:1,3,Cer_NS d18:1/26:0,47.8
440,10.016,,,,782.5708,47137,-1,Negative,,,,,783.5781,(M-H)-,,,,,,
441,4.313,,,,349.2357,46901,-1,Negative,,,,,350.2430,(M-H)-,,,,,,
442,10.899,,,,1401.9799,46827,-1,Negative,Cardiolipin,CL 68:3,,C77H144O17P2,1402.9879,(M-H)-,1401.9806,-0.5,0.5,83.72,CL 68:3,21,,
443,5.870,,,,821.5328,46635,-1,Negative,Phosphatidylglycerol,PG 18:1_22:5,,C46H79O10P,822.5411,(M-H)-,821.5338,-1.2,1.2,88.90,PG 40:6,4,PG 18:1/22:5,59.4
444,3.802,,,,939.5306,46280,-1,Negative,,,,,940.5379,(M-H)-,,,,,,
445,4.921,,,,689.5571,46244,-1,Negative,,,,,690.5644,(M-H)-,,,,,,
446,6.491,,,,885.5492,46148,-1,Negative,Phosphatidylinositol,PI 16:0_22:4,,C47H83O13P,886.5571,(M-H)-,885.5499,-0.8,0.8,96.10,PI 38:4,2,PI 16:0/22:4,55.6
447,3.923,,,,329.2483,46032,-1,Negative,,,,,330.2556,(M-H)-,,,,,,
448,3.116,,,,478.2936,46011,-1,Negative,Lysophosphatidylethanolamine,LPE 18:1,,C23H46NO7P,479.3012,(M-H)-,478.2939,-0.7,0.7,95.77,LPE 18:1,1,LPE 18:1,100.0
449,5.242,,,,855.5023,45831,-1,Negative,Phosphatidylinositol,PI 16:1_20:4,,C45H77O13P,856.5102,(M-H)-,855.5029,-0.7,0.7,95.42,PI 36:5,1,PI 16:1/20:4,100.0
450,7.170,,,,451.2913,45704,-1,Negative,,,,,452.2986,(M-H)-,,,,,,
451,3.274,,,,506.2884,45632,-1,Negative,,,,,507.2957,(M-H)-,,,,,,
452,7.170,,,,746.5122,45388,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_22:6,,C43H74NO7P,747.5203,(M-H)-,746.5130,-1.1,1.1,66.94,EtherPE 38:7e,1,EtherPE 16:1e/22:6,100.0
453,9.122,,,,864.6116,45072,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:0e_22:6,,C48H86NO7P,819.6142,(M+CHO2)-,864.6124,-0.9,0.9,85.05,EtherPC 40:6e,3,EtherPC 18:0e/22:6,62.0
454,7.713,,,,561.4518,45000,-1,Negative,,,,,562.4591,(M-H)-,,,,,,
455,8.244,,,,802.5626,44921,-1,Negative,,,,,803.5699,(M-H)-,,,,,,
456,3.996,,,,61.9883,44887,-1,Negative,,,,,62.9956,(M-H)-,,,,,,
457,0.626,,,,168.9894,44797,-1,Negative,,,,,169.9966,(M-H)-,,,,,,
458,5.087,,,,491.3136,44754,-1,Negative,,,,,492.3209,(M-H)-,,,,,,
459,10.258,,,,886.6535,44668,-1,Negative,Phosphatidylcholine,PC 18:1_22:1,,C48H92NO8P,841.6561,(M+CHO2)-,886.6543,-0.9,0.9,94.89,PC 40:2,5,PC 18:1/22:1,43.4
460,4.348,,,,439.3214,44593,-1,Negative,,,,,440.3286,(M-H)-,,,,,,
461,10.368,,,,859.7297,44578,-1,Negative,,,,,860.7370,(M-H)-,,,,,,
462,6.459,,,,708.5180,44316,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 14:0e_14:0,,C36H74NO7P,663.5203,(M+CHO2)-,708.5185,-0.7,0.7,92.25,EtherPC 28:0e,2,EtherPC 14:0e/14:0,66.8
463,4.456,,,,439.3213,44282,-1,Negative,,,,,440.3285,(M-H)-,,,,,,
464,2.994,,,,634.3333,44242,-1,Negative,,,,,635.3405,(M-H)-,,,,,,
465,3.415,,,,504.2704,44221,-1,Negative,,,,,505.2777,(M-H)-,,,,,,
466,7.763,,,,580.4942,43948,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:2_16:0,,C34H65NO3,535.4964,(M+CHO2)-,580.4946,-0.8,0.8,86.43,Cer_NS d34:2,2,Cer_NS d18:2/16:0,79.2
467,7.140,,,,848.5447,43895,-1,Negative,,,,,849.5519,(M-H)-,,,,,,
468,10.424,,,,527.4464,43838,-1,Negative,,,,,528.4536,(M-H)-,,,,,,
469,2.945,,,,894.9440,43833,-1,Negative,,,,,895.9513,(M-H)-,,,,,,
470,6.657,,,,799.5485,43772,-1,Negative,,,,,800.5557,(M-H)-,,,,,,
471,10.035,,,,846.6219,43545,-1,Negative,Phosphatidylcholine,PC 18:0_19:1,,C45H88NO8P,801.6248,(M+CHO2)-,846.6230,-1.2,1.2,78.36,PC 37:1,6,PC 18:0/19:1,38.7
472,5.845,,,,907.5333,43270,-1,Negative,Phosphatidylinositol,PI 40:7,,C49H81O13P,908.5415,(M-H)-,907.5342,-0.9,0.9,96.76,PI 40:7,2,,
473,6.944,,,,873.5494,43128,-1,Negative,Phosphatidylinositol,PI 17:0_20:3,,C46H83O13P,874.5571,(M-H)-,873.5499,-0.5,0.5,93.86,PI 37:3,1,PI 17:0/20:3,100.0
474,4.537,,,,929.3582,43017,-1,Negative,,,,,930.3654,(M-H)-,,,,,,
475,9.021,,,,840.6117,42942,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:0e_22:4,,C46H86NO7P,795.6142,(M+CHO2)-,840.6124,-0.8,0.8,72.10,EtherPC 38:4e,1,EtherPC 16:0e/22:4,100.0
476,2.960,,,,608.3176,42941,-1,Negative,,,,,609.3248,(M-H)-,,,,,,
477,3.933,,,,554.3822,42904,-1,Negative,,,,,555.3895,(M-H)-,,,,,,
478,4.656,,,,524.2762,42869,-1,Negative,,,,,525.2835,(M-H)-,,,,,,
479,9.503,,,,829.6435,42647,-1,Negative,,,,,830.6508,(M-H)-,,,,,,
480,3.562,,,,413.2461,42490,-1,Negative,,,,,414.2534,(M-H)-,,,,,,
481,10.277,,,,1321.3274,42262,-1,Negative,,,,,1322.3346,(M-H)-,,,,,,
482,4.785,,,,463.3637,42165,-1,Negative,,,,,464.3709,(M-H)-,,,,,,
483,3.776,,,,548.2964,42158,-1,Negative,,,,,549.3037,(M-H)-,,,,,,
484,4.949,,,,791.4861,42114,-1,Negative,Phosphatidylglycerol,PG 16:1_22:6,,C44H73O10P,792.4941,(M-H)-,791.4869,-1.0,1.0,75.52,PG 38:7,3,PG 16:1/22:6,64.4
485,3.788,,,,655.4208,42105,-1,Negative,,,,,656.4281,(M-H)-,,,,,,
486,3.451,,,,171.1027,42052,-1,Negative,,,,,172.1100,(M-H)-,,,,,,
487,10.176,,,,834.6224,41717,-1,Negative,Phosphatidylcholine,PC 16:0_20:0,,C44H88NO8P,789.6248,(M+CHO2)-,834.6230,-0.7,0.7,89.07,PC 36:0,2,PC 16:0/20:0,76.2
488,12.812,,,,96.9601,41642,-1,Negative,,,,,97.9674,(M-H)-,,,,,,
489,4.302,,,,331.2641,41420,-1,Negative,,,,,332.2714,(M-H)-,,,,,,
490,2.031,,,,512.2989,41408,-1,Negative,Lysophophatidylcholine,LPC 14:0/0:0,,C22H46NO7P,467.3012,(M+CHO2)-,512.2994,-1.0,1.0,94.68,LPC 14:0,1,LPC 14:0,100.0
491,7.337,,,,775.5486,41225,-1,Negative,,,,,776.5559,(M-H)-,,,,,,
492,7.958,,,,846.5471,41205,-1,Negative,,,,,847.5544,(M-H)-,,,,,,
493,2.067,,,,233.1547,41172,-1,Negative,,,,,234.1620,(M-H)-,,,,,,
494,9.905,,,,1490.1160,41171,-1,Negative,,,,,1491.1233,(M-H)-,,,,,,
495,5.943,,,,813.5369,41071,-1,Negative,,,,,814.5442,(M-H)-,,,,,,
496,7.151,,,,738.5076,40999,-1,Negative,Phosphatidylethanolamine,PE 16:1_20:3,,C41H74NO8P,739.5152,(M-H)-,738.5079,-0.5,0.5,89.67,PE 36:4,5,PE 16:1/20:3,49.7
497,4.717,,,,772.4537,40924,-1,Negative,,,,,773.4609,(M-H)-,,,,,,
498,4.166,,,,385.1906,40811,-1,Negative,,,,,386.1979,(M-H)-,,,,,,
499,8.763,,,,582.5604,40809,-1,Negative,,,,,583.5677,(M-H)-,,,,,,
500,6.842,,,,1456.0591,40802,-1,Negative,,,,,1457.0664,(M-H)-,,,,,,
501,0.535,,,,94.9250,40763,-1,Negative,,,,,95.9323,(M-H)-,,,,,,
502,6.942,,,,774.5338,40583,-1,Negative,,,,,775.5411,(M-H)-,,,,,,
503,10.693,,,,678.6401,40450,-1,Negative,,,,,679.6474,(M-H)-,,,,,,
504,7.093,,,,844.5317,40378,-1,Negative,,,,,845.5390,(M-H)-,,,,,,
505,1.963,,,,396.1460,40336,-1,Negative,,,,,397.1532,(M-H)-,,,,,,
506,3.776,,,,718.4165,40059,-1,Negative,,,,,719.4238,(M-H)-,,,,,,
507,12.725,,,,316.9476,40028,-1,Negative,,,,,317.9549,(M-H)-,,,,,,
508,7.234,,,,876.5743,40006,-1,Negative,Phosphatidylcholine,PC 18:1_22:6,,C48H82NO8P,831.5778,(M+CHO2)-,876.5760,-2.0,2.0,84.70,PC 40:7,1,PC 18:1/22:6,100.0
509,0.592,,,,248.9609,39932,-1,Negative,,,,,249.9681,(M-H)-,,,,,,
510,4.159,,,,661.5259,39931,-1,Negative,,,,,662.5332,(M-H)-,,,,,,
511,3.885,,,,365.2462,39825,-1,Negative,,,,,366.2535,(M-H)-,,,,,,
512,4.782,,,,453.3348,39817,-1,Negative,,,,,454.3420,(M-H)-,,,,,,
513,7.149,,,,875.5651,39689,-1,Negative,,,,,876.5724,(M-H)-,,,,,,
514,8.111,,,,872.5627,39633,-1,Negative,,,,,873.5700,(M-H)-,,,,,,
515,10.412,,,,749.5872,39574,-1,Negative,,,,,750.5944,(M-H)-,,,,,,
516,4.917,,,,474.3617,39535,-1,Negative,,,,,475.3690,(M-H)-,,,,,,
517,9.653,,,,718.5387,39513,-1,Negative,Phosphatidylethanolamine,PE 16:0_18:0,,C39H78NO8P,719.5465,(M-H)-,718.5392,-0.7,0.7,90.48,PE 34:0,1,PE 16:0/18:0,100.0
518,10.028,,,,858.6220,39510,-1,Negative,Phosphatidylcholine,PC 38:2,,C46H88NO8P,813.6248,(M+CHO2)-,858.6230,-1.1,1.1,73.49,PC 38:2,4,,
519,7.712,,,,810.5261,39194,-1,Negative,Phosphatidylserine,PS 18:1_20:3,,C44H78NO10P,811.5363,(M-H)-,810.5291,-3.7,3.7,60.41,PS 38:4,2,PS 18:1/20:3,55.7
520,8.695,,,,856.6062,39189,-1,Negative,Phosphatidylcholine,PC 18:1_20:2,,C46H86NO8P,811.6091,(M+CHO2)-,856.6073,-1.3,1.3,70.20,PC 38:3,3,PC 18:1/20:2,58.8
521,7.352,,,,870.5473,38950,-1,Negative,,,,,871.5545,(M-H)-,,,,,,
522,5.270,,,,657.2706,38834,-1,Negative,,,,,658.2778,(M-H)-,,,,,,
523,6.404,,,,823.5485,38599,-1,Negative,,,,,824.5558,(M-H)-,,,,,,
524,5.675,,,,951.5755,38394,-1,Negative,,,,,952.5827,(M-H)-,,,,,,
525,12.549,,,,451.2913,38383,-1,Negative,,,,,452.2986,(M-H)-,,,,,,
526,4.927,,,,441.2625,38150,-1,Negative,,,,,442.2698,(M-H)-,,,,,,
527,10.569,,,,982.7840,37953,-1,Negative,,,,,983.7913,(M-H)-,,,,,,
528,9.171,,,,866.6266,37909,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:1e_22:4,,C48H88NO7P,821.6298,(M+CHO2)-,866.6280,-1.7,1.7,84.39,EtherPC 40:5e,1,EtherPC 18:1e/22:4,100.0
529,3.814,,,,1317.5946,37808,-1,Negative,,,,,1318.6019,(M-H)-,,,,,,
530,12.825,,,,218.9500,37793,-1,Negative,,,,,219.9572,(M-H)-,,,,,,
531,2.018,,,,549.2018,37760,-1,Negative,,,,,550.2091,(M-H)-,,,,,,
532,8.432,,,,898.5783,37726,-1,Negative,,,,,899.5855,(M-H)-,,,,,,
533,8.829,,,,788.5802,37692,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:1e_18:1,,C42H82NO7P,743.5829,(M+CHO2)-,788.5811,-1.1,1.1,93.68,EtherPC 34:2e,3,EtherPC 16:1e/18:1,81.0
534,6.087,,,,797.5329,37601,-1,Negative,Phosphatidylglycerol,PG 18:1_20:3,,C44H79O10P,798.5411,(M-H)-,797.5338,-1.1,1.1,72.53,PG 38:4,5,PG 18:1/20:3,52.6
535,6.168,,,,772.5133,37569,-1,Negative,,,,,773.5205,(M-H)-,,,,,,
536,10.093,,,,868.6430,37545,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:0e_22:4,,C48H90NO7P,823.6455,(M+CHO2)-,868.6437,-0.8,0.8,79.05,EtherPC 40:4e,1,EtherPC 18:0e/22:4,100.0
537,10.442,,,,666.6556,37543,-1,Negative,,,,,667.6628,(M-H)-,,,,,,
538,8.359,,,,864.6239,37431,-1,Negative,,,,,865.6311,(M-H)-,,,,,,
539,0.593,,,,316.9478,37396,-1,Negative,,,,,317.9550,(M-H)-,,,,,,
540,12.765,,,,232.9247,37327,-1,Negative,,,,,233.9320,(M-H)-,,,,,,
541,10.260,,,,859.6433,37287,-1,Negative,,,,,860.6506,(M-H)-,,,,,,
542,6.948,,,,773.5807,37254,-1,Negative,,,,,774.5879,(M-H)-,,,,,,
543,6.684,,,,747.6216,37060,-1,Negative,,,,,748.6288,(M-H)-,,,,,,
544,7.893,,,,740.5228,36942,-1,Negative,Phosphatidylethanolamine,PE 18:1_18:2,,C41H76NO8P,741.5309,(M-H)-,740.5236,-1.0,1.0,96.95,PE 36:3,1,PE 18:1/18:2,100.0
545,4.126,,,,614.3361,36854,-1,Negative,,,,,615.3433,(M-H)-,,,,,,
546,0.339,,,,119.0363,36851,-1,Negative,,,,,120.0436,(M-H)-,,,,,,
547,8.031,,,,746.5673,36846,-1,Negative,,,,,747.5746,(M-H)-,,,,,,
548,4.716,,,,508.2814,36825,-1,Negative,,,,,509.2887,(M-H)-,,,,,,
549,2.716,,,,381.2313,36803,-1,Negative,,,,,382.2386,(M-H)-,,,,,,
550,7.146,,,,339.3266,36748,-1,Negative,Free fatty acid,FA 22:0,,C22H44O2,340.3341,(M-H)-,339.3269,-0.8,0.8,96.47,FA 22:0,1,FA 22:0,100.0
551,2.512,,,,339.1998,36701,-1,Negative,,,,,340.2071,(M-H)-,,,,,,
552,12.864,,,,168.9895,36694,-1,Negative,,,,,169.9968,(M-H)-,,,,,,
553,0.620,,,,159.0085,36445,-1,Negative,,,,,160.0158,(M-H)-,,,,,,
554,9.310,,,,601.5156,36144,-1,Negative,,,,,602.5229,(M-H)-,,,,,,
555,9.508,,,,581.5761,36079,-1,Negative,,,,,582.5834,(M-H)-,,,,,,
556,7.651,,,,889.5803,35830,-1,Negative,Phosphatidylinositol,PI 18:1_20:1,,C47H87O13P,890.5884,(M-H)-,889.5812,-1.0,1.0,97.18,PI 38:2,2,PI 18:1/20:1,66.1
557,1.978,,,,619.2884,35645,-1,Negative,Lysophosphatidylinositol,LPI 20:4,,C29H49O12P,620.2962,(M-H)-,619.2889,-0.8,0.8,81.42,LPI 20:4,1,LPI 20:4,100.0
558,12.802,,,,286.9373,35617,-1,Negative,,,,,287.9445,(M-H)-,,,,,,
559,10.061,,,,816.6119,35600,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:1e_18:1,,C44H86NO7P,771.6142,(M+CHO2)-,816.6124,-0.7,0.7,78.58,EtherPC 36:2e,2,EtherPC 18:1e/18:1,64.2
560,9.964,,,,842.6271,35396,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 38:3e,,C46H88NO7P,797.6298,(M+CHO2)-,842.6280,-1.1,1.1,83.17,EtherPC 38:3e,3,,
561,7.102,,,,776.5812,35266,-1,Negative,,,,,777.5885,(M-H)-,,,,,,
562,3.456,,,,341.1817,35258,-1,Negative,,,,,342.1890,(M-H)-,,,,,,
563,3.563,,,,423.2751,35135,-1,Negative,,,,,424.2823,(M-H)-,,,,,,
564,5.180,,,,867.5170,35049,-1,Negative,Phosphatidylglycerol,PG 22:5_22:6,,C50H77O10P,868.5254,(M-H)-,867.5182,-1.3,1.3,93.15,PG 44:11,1,PG 22:5/22:6,100.0
565,2.334,,,,673.3572,35006,-1,Negative,,,,,674.3645,(M-H)-,,,,,,
566,1.094,,,,223.1337,35005,-1,Negative,,,,,224.1410,(M-H)-,,,,,,
567,2.519,,,,524.2780,34991,-1,Negative,Lysophosphatidylethanolamine,LPE 22:6,,C27H44NO7P,525.2855,(M-H)-,524.2783,-0.6,0.6,80.08,LPE 22:6,1,LPE 22:6,100.0
568,10.659,,,,695.6936,34987,-1,Negative,,,,,696.7009,(M-H)-,,,,,,
569,8.396,,,,830.6470,34962,-1,Negative,,,,,831.6543,(M-H)-,,,,,,
570,2.584,,,,570.2603,34958,-1,Negative,,,,,571.2676,(M-H)-,,,,,,
571,2.994,,,,321.2103,34913,-1,Negative,,,,,322.2176,(M-H)-,,,,,,
572,3.307,,,,556.3039,34882,-1,Negative,,,,,557.3112,(M-H)-,,,,,,
573,3.815,,,,697.2910,34853,-1,Negative,,,,,698.2982,(M-H)-,,,,,,
574,7.902,,,,810.5648,34628,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:1e_20:4,,C44H80NO7P,765.5672,(M+CHO2)-,810.5654,-0.8,0.8,89.76,EtherPC 36:5e,1,EtherPC 16:1e/20:4,100.0
575,4.361,,,,313.0783,34627,-1,Negative,,,,,314.0856,(M-H)-,,,,,,
576,10.235,,,,844.6423,34594,-1,Negative,,,,,845.6496,(M-H)-,,,,,,
577,10.157,,,,796.5853,34508,-1,Negative,Phosphatidylethanolamine,PE 18:0_22:3,,C45H84NO8P,797.5935,(M-H)-,796.5862,-1.1,1.1,90.94,PE 40:3,3,PE 18:0/22:3,64.7
578,6.526,,,,895.5698,34501,-1,Negative,,,,,896.5771,(M-H)-,,,,,,
579,10.194,,,,609.5281,34498,-1,Negative,,,,,610.5353,(M-H)-,,,,,,
580,9.334,,,,842.5310,34332,-1,Negative,,,,,843.5383,(M-H)-,,,,,,
581,5.630,,,,861.5011,34200,-1,Negative,,,,,862.5084,(M-H)-,,,,,,
582,5.819,,,,732.4816,34143,-1,Negative,Phosphatidylserine,PS 16:0_16:1,,C38H72NO10P,733.4894,(M-H)-,732.4821,-0.7,0.7,66.34,PS 32:1,3,PS 16:0/16:1,55.1
583,0.573,,,,57.9756,34139,-1,Negative,,,,,58.9829,(M-H)-,,,,,,
584,4.539,,,,946.3484,34074,-1,Negative,,,,,947.3557,(M-H)-,,,,,,
585,5.908,,,,311.2955,34000,-1,Negative,Free fatty acid,FA 20:0,,C20H40O2,312.3028,(M-H)-,311.2956,-0.2,0.2,97.35,FA 20:0,1,FA 20:0,100.0
586,8.272,,,,872.5627,33835,-1,Negative,,,,,873.5700,(M-H)-,,,,,,
587,0.953,,,,293.1756,33804,-1,Negative,,,,,294.1829,(M-H)-,,,,,,
588,10.736,,,,708.6505,33785,-1,Negative,,,,,709.6577,(M-H)-,,,,,,
589,8.314,,,,864.6152,33783,-1,Negative,,,,,865.6225,(M-H)-,,,,,,
590,5.308,,,,372.3037,33754,-1,Negative,,,,,373.3110,(M-H)-,,,,,,
591,3.459,,,,273.2069,33737,-1,Negative,,,,,274.2142,(M-H)-,,,,,,
592,10.210,,,,1247.3085,33541,-1,Negative,,,,,1248.3158,(M-H)-,,,,,,
593,9.490,,,,882.6229,33468,-1,Negative,Phosphatidylcholine,PC 18:0_22:4,,C48H88NO8P,837.6248,(M+CHO2)-,882.6230,-0.1,0.1,90.19,PC 40:4,1,PC 18:0/22:4,100.0
594,10.362,,,,758.6051,33444,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:0e_22:1,,C43H86NO7P,759.6142,(M-H)-,758.6069,-2.3,2.3,73.99,EtherPE 38:1e,2,EtherPE 16:0e/22:1,60.4
595,4.034,,,,534.3165,33389,-1,Negative,,,,,535.3237,(M-H)-,,,,,,
596,9.966,,,,843.6573,33364,-1,Negative,Sphingomyelin,SM d41:2,,C46H91N2O6P,798.6615,(M+CHO2)-,843.6597,-2.9,2.9,78.70,SM d41:2,37,,
597,4.924,,,,657.5044,33320,-1,Negative,,,,,658.5117,(M-H)-,,,,,,
598,7.494,,,,554.4785,33301,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d16:1_16:0,,C32H63NO3,509.4808,(M+CHO2)-,554.4790,-0.9,0.9,87.66,Cer_NS d32:1,3,Cer_NS d16:1/16:0,61.9
599,6.391,,,,748.5138,33271,-1,Negative,Phosphatidylcholine,PC 14:0_16:1,,C38H74NO8P,703.5152,(M+CHO2)-,748.5134,0.6,0.6,94.69,PC 30:1,2,PC 14:0/16:1,58.8
600,1.577,,,,651.3332,33173,-1,Negative,,,,,652.3405,(M-H)-,,,,,,
601,10.086,,,,1016.7248,32949,-1,Negative,,,,,1017.7320,(M-H)-,,,,,,
602,12.582,,,,967.0036,32797,-1,Negative,,,,,968.0109,(M-H)-,,,,,,
603,5.787,,,,746.4982,32788,-1,Negative,Phosphatidylcholine,PC 14:0_16:2,,C38H72NO8P,701.4996,(M+CHO2)-,746.4978,0.6,0.6,94.73,PC 30:2,3,PC 14:0/16:2,83.0
604,10.660,,,,762.6211,32787,-1,Negative,,,,,763.6283,(M-H)-,,,,,,
605,10.018,,,,843.6569,32685,-1,Negative,Sphingomyelin,SM d41:2,,C46H91N2O6P,798.6615,(M+CHO2)-,843.6597,-3.3,3.3,88.98,SM d41:2,37,,
606,7.963,,,,1512.1218,32632,-1,Negative,,,,,1513.1291,(M-H)-,,,,,,
607,4.926,,,,413.2217,32600,-1,Negative,,,,,414.2290,(M-H)-,,,,,,
608,10.529,,,,914.6845,32512,-1,Negative,Phosphatidylcholine,PC 18:1_24:1,,C50H96NO8P,869.6874,(M+CHO2)-,914.6856,-1.1,1.1,90.77,PC 42:2,4,PC 18:1/24:1,34.9
609,6.133,,,,1267.8591,32468,-1,Negative,,,,,1268.8663,(M-H)-,,,,,,
610,3.376,,,,414.3220,32432,-1,Negative,,,,,415.3293,(M-H)-,,,,,,
611,8.769,,,,810.5260,32281,-1,Negative,,,,,811.5333,(M-H)-,,,,,,
612,5.414,,,,867.5172,32259,-1,Negative,Phosphatidylglycerol,PG 22:5_22:6,,C50H77O10P,868.5254,(M-H)-,867.5182,-1.1,1.1,80.62,PG 44:11,1,PG 22:5/22:6,100.0
613,4.132,,,,441.2626,32241,-1,Negative,,,,,442.2699,(M-H)-,,,,,,
614,2.595,,,,337.2052,32203,-1,Negative,,,,,338.2124,(M-H)-,,,,,,
615,10.408,,,,924.6749,32120,-1,Negative,,,,,925.6822,(M-H)-,,,,,,
616,10.245,,,,609.5893,32107,-1,Negative,,,,,610.5965,(M-H)-,,,,,,
617,10.192,,,,648.5678,32058,-1,Negative,,,,,649.5751,(M-H)-,,,,,,
618,10.593,,,,828.6480,32057,-1,Negative,Phosphatidylethanolamine,PE 24:0_18:1,,C47H92NO8P,829.6561,(M-H)-,828.6488,-0.9,0.9,86.59,PE 42:1,1,PE 24:0/18:1,100.0
619,3.463,,,,363.1762,31990,-1,Negative,,,,,364.1834,(M-H)-,,,,,,
620,6.135,,,,820.4881,31987,-1,Negative,,,,,821.4954,(M-H)-,,,,,,
621,5.296,,,,441.2626,31946,-1,Negative,,,,,442.2698,(M-H)-,,,,,,
622,5.676,,,,978.5942,31903,-1,Negative,,,,,979.6015,(M-H)-,,,,,,
623,6.506,,,,409.3109,31646,-1,Negative,,,,,410.3181,(M-H)-,,,,,,
624,1.072,,,,239.1290,31627,-1,Negative,,,,,240.1362,(M-H)-,,,,,,
625,10.571,,,,672.5896,31545,-1,Negative,,,,,673.5969,(M-H)-,,,,,,
626,2.592,,,,605.3258,31392,-1,Negative,,,,,606.3331,(M-H)-,,,,,,
