Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
551,7.189,,,,451.2913,40692,-1,Negative,,,,,452.2986,(M-H)-,,,,,,
552,3.466,,,,341.1817,40646,-1,Negative,,,,,342.1890,(M-H)-,,,,,,
553,2.751,,,,596.2601,40438,-1,Negative,,,,,597.2674,(M-H)-,,,,,,
554,9.365,,,,829.6446,40333,-1,Negative,Sphingomyelin,SM d40:2,,C45H89N2O6P,784.6458,(M+CHO2)-,829.6440,0.7,0.7,90.43,SM d40:2,35,,
555,10.073,,,,820.5855,40316,-1,Negative,Phosphatidylethanolamine,PE 22:1_20:4,,C47H84NO8P,821.5935,(M-H)-,820.5862,-0.8,0.8,85.05,PE 42:5,1,PE 22:1/20:4,100.0
556,10.091,,,,990.7093,40275,-1,Negative,,,,,991.7166,(M-H)-,,,,,,
557,10.557,,,,700.6010,40206,-1,Negative,,,,,701.6083,(M-H)-,,,,,,
558,3.802,,,,371.2201,39959,-1,Negative,,,,,372.2274,(M-H)-,,,,,,
559,10.280,,,,313.0783,39891,-1,Negative,,,,,314.0856,(M-H)-,,,,,,
560,2.761,,,,653.3007,39862,-1,Negative,,,,,654.3079,(M-H)-,,,,,,
561,8.503,,,,724.5278,39839,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:0e_20:4,,C41H76NO7P,725.5359,(M-H)-,724.5287,-1.1,1.1,95.62,EtherPE 36:4e,1,EtherPE 16:0e/20:4,100.0
562,8.045,,,,746.5661,39741,-1,Negative,,,,,747.5734,(M-H)-,,,,,,
563,10.194,,,,754.5749,39710,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 38:3e,,C43H82NO7P,755.5829,(M-H)-,754.5756,-0.9,0.9,70.60,EtherPE 38:3e,5,,
564,10.557,,,,706.6345,39710,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d43:2,,C43H83NO3,661.6373,(M+CHO2)-,706.6355,-1.4,1.4,70.88,Cer_NS d43:2,33,,
565,3.435,,,,438.2982,39693,-1,Negative,,,,,439.3054,(M-H)-,,,,,,
566,10.285,,,,822.6013,39590,-1,Negative,Phosphatidylethanolamine,PE 22:0_20:4,,C47H86NO8P,823.6091,(M-H)-,822.6018,-0.6,0.6,82.27,PE 42:4,1,PE 22:0/20:4,100.0
567,4.947,,,,313.0783,39563,-1,Negative,,,,,314.0855,(M-H)-,,,,,,
568,10.497,,,,112.9856,39470,-1,Negative,,,,,113.9929,(M-H)-,,,,,,
569,4.923,,,,474.3619,39356,-1,Negative,,,,,475.3692,(M-H)-,,,,,,
570,12.756,,,,232.9247,39190,-1,Negative,,,,,233.9320,(M-H)-,,,,,,
571,0.644,,,,287.0018,39093,-1,Negative,,,,,288.0091,(M-H)-,,,,,,
572,1.098,,,,223.1339,39055,-1,Negative,,,,,224.1411,(M-H)-,,,,,,
573,4.937,,,,441.2625,39014,-1,Negative,,,,,442.2698,(M-H)-,,,,,,
574,10.235,,,,818.6273,39010,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:0e_18:1,,C44H88NO7P,773.6298,(M+CHO2)-,818.6280,-1.0,1.0,66.21,EtherPC 36:1e,1,EtherPC 18:0e/18:1,100.0
575,5.960,,,,813.5368,39005,-1,Negative,,,,,814.5441,(M-H)-,,,,,,
576,10.336,,,,889.6725,38890,-1,Negative,,,,,890.6798,(M-H)-,,,,,,
577,6.538,,,,877.2149,38786,-1,Negative,,,,,878.2222,(M-H)-,,,,,,
578,9.335,,,,768.5161,38687,-1,Negative,,,,,769.5234,(M-H)-,,,,,,
579,10.664,,,,112.9856,38626,-1,Negative,,,,,113.9929,(M-H)-,,,,,,
580,2.525,,,,524.2777,38507,-1,Negative,,,,,525.2850,(M-H)-,,,,,,
581,7.699,,,,760.5489,38428,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:1e_16:1,,C40H78NO7P,715.5516,(M+CHO2)-,760.5498,-1.2,1.2,80.13,EtherPC 32:2e,3,EtherPC 16:1e/16:1,71.0
582,2.063,,,,555.2721,38388,-1,Negative,Lysophosphatidylglycerol,LPG 22:6,,C28H45O9P,556.2801,(M-H)-,555.2728,-1.2,1.2,85.18,LPG 22:6,1,LPG 22:6,100.0
583,2.023,,,,174.9561,38356,-1,Negative,,,,,175.9634,(M-H)-,,,,,,
584,5.350,,,,441.2625,38276,-1,Negative,,,,,442.2698,(M-H)-,,,,,,
585,5.004,,,,468.2814,38177,-1,Negative,,,,,469.2887,(M-H)-,,,,,,
586,6.390,,,,898.5572,38108,-1,Negative,Phosphatidylcholine,PC 20:4_22:6,,C50H80NO8P,853.5622,(M+CHO2)-,898.5604,-3.5,3.5,88.56,PC 42:10,1,PC 20:4/22:6,100.0
587,9.113,,,,816.5756,37968,-1,Negative,Phosphatidylserine,PS 38:1,,C44H84NO10P,817.5833,(M-H)-,816.5760,-0.6,0.6,69.04,PS 38:1,3,,
588,12.799,,,,286.9372,37948,-1,Negative,,,,,287.9445,(M-H)-,,,,,,
589,9.226,,,,818.5312,37945,-1,Negative,,,,,819.5385,(M-H)-,,,,,,
590,7.154,,,,821.5543,37809,-1,Negative,,,,,822.5615,(M-H)-,,,,,,
591,7.990,,,,846.5470,37726,-1,Negative,,,,,847.5543,(M-H)-,,,,,,
592,10.768,,,,1373.9488,37666,-1,Negative,Cardiolipin,CL 66:3,,C75H140O17P2,1374.9566,(M-H)-,1373.9493,-0.3,0.3,91.33,CL 66:3,29,,
593,4.314,,,,349.2357,37559,-1,Negative,,,,,350.2430,(M-H)-,,,,,,
594,7.149,,,,794.5336,37550,-1,Negative,,,,,795.5409,(M-H)-,,,,,,
595,7.135,,,,844.5315,37404,-1,Negative,,,,,845.5388,(M-H)-,,,,,,
596,3.784,,,,718.4164,37299,-1,Negative,,,,,719.4237,(M-H)-,,,,,,
597,3.313,,,,556.3038,37281,-1,Negative,,,,,557.3111,(M-H)-,,,,,,
598,6.728,,,,747.5366,37227,-1,Negative,,,,,748.5438,(M-H)-,,,,,,
599,3.787,,,,655.4208,37224,-1,Negative,,,,,656.4281,(M-H)-,,,,,,
600,1.967,,,,396.1459,37210,-1,Negative,,,,,397.1532,(M-H)-,,,,,,
601,2.990,,,,894.9439,37169,-1,Negative,,,,,895.9511,(M-H)-,,,,,,
602,7.712,,,,789.5956,37104,-1,Negative,,,,,790.6029,(M-H)-,,,,,,
603,6.696,,,,815.5523,37095,-1,Negative,,,,,816.5596,(M-H)-,,,,,,
604,8.754,,,,776.5591,37059,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_22:5,,C45H80NO7P,777.5672,(M-H)-,776.5600,-1.1,1.1,90.27,EtherPE 40:6e,1,EtherPE 18:1e/22:5,100.0
605,4.721,,,,772.4538,37053,-1,Negative,,,,,773.4610,(M-H)-,,,,,,
606,7.774,,,,597.4842,37020,-1,Negative,,,,,598.4915,(M-H)-,,,,,,
607,4.720,,,,508.2813,36696,-1,Negative,,,,,509.2886,(M-H)-,,,,,,
608,6.677,,,,747.6215,36647,-1,Negative,,,,,748.6288,(M-H)-,,,,,,
609,5.312,,,,336.3269,36601,-1,Negative,,,,,337.3342,(M-H)-,,,,,,
610,5.456,,,,468.2814,36563,-1,Negative,,,,,469.2887,(M-H)-,,,,,,
611,9.178,,,,724.5280,36342,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_20:3,,C41H76NO7P,725.5359,(M-H)-,724.5287,-1.0,1.0,91.41,EtherPE 36:4e,1,EtherPE 16:1e/20:3,100.0
612,9.531,,,,581.5761,36281,-1,Negative,,,,,582.5834,(M-H)-,,,,,,
613,1.043,,,,311.1862,36259,-1,Negative,,,,,312.1935,(M-H)-,,,,,,
614,10.743,,,,708.6505,36243,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_25:0,,C43H85NO3,663.6529,(M+CHO2)-,708.6511,-0.8,0.8,91.84,Cer_NS d43:1,2,Cer_NS d18:1/25:0,58.1
615,4.132,,,,614.3359,35823,-1,Negative,,,,,615.3432,(M-H)-,,,,,,
616,3.371,,,,414.3221,35622,-1,Negative,,,,,415.3294,(M-H)-,,,,,,
617,10.274,,,,165.0408,35604,-1,Negative,,,,,166.0481,(M-H)-,,,,,,
618,3.820,,,,697.2903,35572,-1,Negative,,,,,698.2976,(M-H)-,,,,,,
619,3.869,,,,279.2329,35548,-1,Negative,,,,,280.2402,(M-H)-,,,,,,
620,0.613,,,,115.0208,35438,-1,Negative,,,,,116.0281,(M-H)-,,,,,,
621,5.177,,,,1354.7849,35340,-1,Negative,,,,,1355.7922,(M-H)-,,,,,,
622,3.639,,,,395.2200,35304,-1,Negative,,,,,396.2273,(M-H)-,,,,,,
623,10.694,,,,678.6399,35138,-1,Negative,,,,,679.6472,(M-H)-,,,,,,
624,7.992,,,,1512.1215,35134,-1,Negative,,,,,1513.1288,(M-H)-,,,,,,
625,8.960,,,,736.5282,35058,-1,Negative,,,,,737.5355,(M-H)-,,,,,,
626,8.143,,,,872.5628,35048,-1,Negative,,,,,873.5701,(M-H)-,,,,,,
627,5.193,,,,468.2814,34986,-1,Negative,,,,,469.2887,(M-H)-,,,,,,
628,0.336,,,,119.0363,34896,-1,Negative,,,,,120.0436,(M-H)-,,,,,,
629,4.622,,,,560.3330,34894,-1,Negative,,,,,561.3402,(M-H)-,,,,,,
630,0.898,,,,309.1705,34860,-1,Negative,,,,,310.1778,(M-H)-,,,,,,
631,10.207,,,,1180.7935,34751,-1,Negative,,,,,1181.8008,(M-H)-,,,,,,
632,4.167,,,,579.4476,34656,-1,Negative,,,,,580.4549,(M-H)-,,,,,,
633,0.675,,,,228.1606,34548,-1,Negative,,,,,229.1678,(M-H)-,,,,,,
634,10.461,,,,708.6121,34502,-1,Negative,,,,,709.6194,(M-H)-,,,,,,
635,2.618,,,,971.6362,34423,-1,Negative,,,,,972.6434,(M-H)-,,,,,,
636,4.079,,,,550.2817,34389,-1,Negative,,,,,551.2889,(M-H)-,,,,,,
637,7.544,,,,313.0783,34370,-1,Negative,,,,,314.0856,(M-H)-,,,,,,
638,8.536,,,,766.5388,34369,-1,Negative,Phosphatidylethanolamine,PE 16:0_22:4,,C43H78NO8P,767.5465,(M-H)-,766.5392,-0.6,0.6,88.87,PE 38:4,1,PE 16:0/22:4,100.0
639,7.137,,,,808.5492,34087,-1,Negative,,,,,809.5565,(M-H)-,,,,,,
640,8.730,,,,791.5616,34010,-1,Negative,,,,,792.5688,(M-H)-,,,,,,
641,5.668,,,,239.0597,33990,-1,Negative,,,,,240.0670,(M-H)-,,,,,,
642,10.270,,,,871.6857,33981,-1,Negative,,,,,872.6930,(M-H)-,,,,,,
643,6.132,,,,1267.8586,33856,-1,Negative,,,,,1268.8658,(M-H)-,,,,,,
644,7.729,,,,810.5260,33783,-1,Negative,Phosphatidylserine,PS 18:0_20:4,,C44H78NO10P,811.5363,(M-H)-,810.5291,-3.8,3.8,61.01,PS 38:4,1,PS 18:0/20:4,100.0
645,6.521,,,,760.4923,33762,-1,Negative,Phosphatidylethanolamine,PE 16:1_22:6,,C43H72NO8P,761.4996,(M-H)-,760.4923,0.1,0.1,68.89,PE 38:7,1,PE 16:1/22:6,100.0
646,7.836,,,,836.5803,33735,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 16:0e_22:6,,C46H82NO7P,791.5829,(M+CHO2)-,836.5811,-0.9,0.9,85.25,EtherPC 38:6e,2,EtherPC 16:0e/22:6,68.3
647,10.558,,,,727.6198,33660,-1,Negative,,,,,728.6271,(M-H)-,,,,,,
648,9.103,,,,762.5439,33607,-1,Negative,,,,,763.5511,(M-H)-,,,,,,
649,10.315,,,,782.6056,33582,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:0e_22:3,,C45H86NO7P,783.6142,(M-H)-,782.6069,-1.6,1.6,85.21,EtherPE 40:3e,1,EtherPE 18:0e/22:3,100.0
650,0.527,,,,982.9906,33542,-1,Negative,,,,,983.9978,(M-H)-,,,,,,
651,0.695,,,,173.1183,33527,-1,Negative,,,,,174.1256,(M-H)-,,,,,,
652,2.979,,,,311.2015,33460,-1,Negative,,,,,312.2088,(M-H)-,,,,,,
653,11.084,,,,1456.0259,33398,-1,Negative,Cardiolipin,CL 72:4,,C81H150O17P2,1457.0348,(M-H)-,1456.0275,-1.1,1.1,87.59,CL 72:4,21,,
654,4.168,,,,369.2130,33391,-1,Negative,,,,,370.2203,(M-H)-,,,,,,
655,2.330,,,,410.1616,33387,-1,Negative,,,,,411.1689,(M-H)-,,,,,,
656,9.195,,,,838.5958,33345,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:1e_20:4,,C46H84NO7P,793.5985,(M+CHO2)-,838.5967,-1.1,1.1,84.37,EtherPC 38:5e,1,EtherPC 18:1e/20:4,100.0
657,2.650,,,,570.2605,33311,-1,Negative,,,,,571.2677,(M-H)-,,,,,,
658,8.123,,,,568.4941,33288,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d17:1_16:0,,C33H65NO3,523.4964,(M+CHO2)-,568.4946,-0.9,0.9,85.25,Cer_NS d33:1,2,Cer_NS d17:1/16:0,64.2
659,7.154,,,,848.5445,33236,-1,Negative,,,,,849.5518,(M-H)-,,,,,,
660,2.520,,,,339.1997,33229,-1,Negative,,,,,340.2070,(M-H)-,,,,,,
661,9.995,,,,565.3775,33227,-1,Negative,,,,,566.3848,(M-H)-,,,,,,
662,8.185,,,,728.5228,33190,-1,Negative,Phosphatidylethanolamine,PE 17:1_18:1,,C40H76NO8P,729.5309,(M-H)-,728.5236,-1.0,1.0,95.55,PE 35:2,1,PE 17:1/18:1,100.0
663,5.092,,,,491.3137,33135,-1,Negative,,,,,492.3209,(M-H)-,,,,,,
664,5.798,,,,831.5022,33073,-1,Negative,,,,,832.5095,(M-H)-,,,,,,
665,8.643,,,,1025.2520,33063,-1,Negative,,,,,1026.2592,(M-H)-,,,,,,
666,9.947,,,,745.6051,33041,-1,Negative,,,,,746.6124,(M-H)-,,,,,,
667,0.954,,,,293.1757,32990,-1,Negative,,,,,294.1829,(M-H)-,,,,,,
668,9.501,,,,829.6434,32940,-1,Negative,,,,,830.6506,(M-H)-,,,,,,
669,3.462,,,,273.2070,32741,-1,Negative,,,,,274.2143,(M-H)-,,,,,,
670,0.591,,,,452.9224,32704,-1,Negative,,,,,453.9296,(M-H)-,,,,,,
671,9.108,,,,814.5959,32701,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:2e_18:1,,C44H84NO7P,769.5985,(M+CHO2)-,814.5967,-1.0,1.0,89.22,EtherPC 36:3e,2,EtherPC 18:2e/18:1,82.7
672,2.070,,,,233.1546,32642,-1,Negative,,,,,234.1619,(M-H)-,,,,,,
673,4.081,,,,601.2789,32578,-1,Negative,,,,,602.2862,(M-H)-,,,,,,
674,7.177,,,,700.4915,32537,-1,Negative,Phosphatidylethanolamine,PE 16:1_17:1,,C38H72NO8P,701.4996,(M-H)-,700.4923,-1.1,1.1,88.30,PE 33:2,1,PE 16:1/17:1,100.0
675,10.316,,,,875.6879,32467,-1,Negative,,,,,876.6951,(M-H)-,,,,,,
676,10.373,,,,699.5889,32391,-1,Negative,,,,,700.5962,(M-H)-,,,,,,
677,1.466,,,,416.1863,32301,-1,Negative,,,,,417.1936,(M-H)-,,,,,,
678,12.583,,,,967.0038,32284,-1,Negative,,,,,968.0111,(M-H)-,,,,,,
679,6.494,,,,836.5948,32153,-1,Negative,,,,,837.6021,(M-H)-,,,,,,
680,7.725,,,,561.4518,32133,-1,Negative,,,,,562.4590,(M-H)-,,,,,,
681,5.798,,,,845.5326,32115,-1,Negative,Phosphatidylglycerol,PG 20:4_22:4,,C48H79O10P,846.5411,(M-H)-,845.5338,-1.5,1.5,82.38,PG 42:8,4,PG 20:4/22:4,43.6
682,2.480,,,,221.1545,32077,-1,Negative,,,,,222.1618,(M-H)-,,,,,,
683,3.466,,,,363.1761,32001,-1,Negative,,,,,364.1834,(M-H)-,,,,,,
684,2.018,,,,549.2019,31947,-1,Negative,,,,,550.2091,(M-H)-,,,,,,
685,10.194,,,,609.5306,31874,-2,Negative,,,,,1221.0758,(M-2H)-2,,,,,,
686,10.407,,,,924.6750,31717,-1,Negative,,,,,925.6823,(M-H)-,,,,,,
687,4.079,,,,953.5976,31687,-1,Negative,,,,,954.6049,(M-H)-,,,,,,
688,10.046,,,,395.3891,31639,-1,Negative,,,,,396.3963,(M-H)-,,,,,,
689,2.720,,,,381.2314,31502,-1,Negative,,,,,382.2387,(M-H)-,,,,,,
690,6.408,,,,823.5484,31357,-1,Negative,,,,,824.5557,(M-H)-,,,,,,
691,0.594,,,,384.9352,31305,-1,Negative,,,,,385.9425,(M-H)-,,,,,,
692,4.136,,,,425.3037,31130,-1,Negative,,,,,426.3110,(M-H)-,,,,,,
693,3.453,,,,171.1026,31027,-1,Negative,,,,,172.1099,(M-H)-,,,,,,
694,9.729,,,,926.6096,30971,-1,Negative,,,,,927.6169,(M-H)-,,,,,,
695,5.345,,,,905.5180,30912,-1,Negative,Phosphatidylinositol,PI 20:4_20:4,,C49H79O13P,906.5258,(M-H)-,905.5186,-0.6,0.6,92.11,PI 40:8,1,PI 20:4/20:4,100.0
696,0.520,,,,96.9600,30881,-1,Negative,,,,,97.9673,(M-H)-,,,,,,
697,3.942,,,,554.3821,30818,-1,Negative,,,,,555.3894,(M-H)-,,,,,,
698,1.582,,,,651.3331,30799,-1,Negative,,,,,652.3404,(M-H)-,,,,,,
699,10.021,,,,856.6513,30775,-1,Negative,,,,,857.6585,(M-H)-,,,,,,
700,8.292,,,,1482.0894,30692,-1,Negative,,,,,1483.0967,(M-H)-,,,,,,
701,10.202,,,,804.5899,30683,-1,Negative,,,,,805.5972,(M-H)-,,,,,,
702,9.432,,,,906.6339,30665,-1,Negative,,,,,907.6411,(M-H)-,,,,,,
703,10.436,,,,1004.7687,30644,-1,Negative,,,,,1005.7760,(M-H)-,,,,,,
704,4.541,,,,929.3580,30639,-1,Negative,,,,,930.3653,(M-H)-,,,,,,
705,2.026,,,,158.9785,30592,-1,Negative,,,,,159.9858,(M-H)-,,,,,,
706,10.605,,,,896.6357,30555,-1,Negative,,,,,897.6429,(M-H)-,,,,,,
707,8.446,,,,830.6492,30532,-1,Negative,,,,,831.6564,(M-H)-,,,,,,
708,12.704,,,,384.9351,30501,-1,Negative,,,,,385.9423,(M-H)-,,,,,,
709,12.709,,,,180.9731,30456,-1,Negative,,,,,181.9803,(M-H)-,,,,,,
710,7.876,,,,814.5593,30361,-1,Negative,Phosphatidylserine,PS 18:1_20:1,,C44H82NO10P,815.5676,(M-H)-,814.5604,-1.3,1.3,68.09,PS 38:2,2,PS 18:1/20:1,63.9
711,6.959,,,,873.5495,30336,-1,Negative,Phosphatidylinositol,PI 37:3,,C46H83O13P,874.5571,(M-H)-,873.5499,-0.4,0.4,95.85,PI 37:3,3,,
712,2.569,,,,337.2052,30334,-1,Negative,,,,,338.2125,(M-H)-,,,,,,
713,2.619,,,,1479.8428,30333,-1,Negative,,,,,1480.8501,(M-H)-,,,,,,
714,10.105,,,,1383.8732,30328,-1,Negative,,,,,1384.8804,(M-H)-,,,,,,
715,10.346,,,,1395.3465,30305,-1,Negative,,,,,1396.3537,(M-H)-,,,,,,
716,7.509,,,,571.4687,30298,-1,Negative,,,,,572.4759,(M-H)-,,,,,,
717,7.247,,,,870.5474,30275,-1,Negative,,,,,871.5547,(M-H)-,,,,,,
718,7.376,,,,870.5473,30270,-1,Negative,,,,,871.5546,(M-H)-,,,,,,
719,3.465,,,,523.3849,30165,-1,Negative,,,,,524.3922,(M-H)-,,,,,,
720,2.586,,,,570.2604,30162,-1,Negative,,,,,571.2676,(M-H)-,,,,,,
721,10.316,,,,706.5978,29987,-1,Negative,,,,,707.6051,(M-H)-,,,,,,
722,5.639,,,,861.5010,29936,-1,Negative,,,,,862.5082,(M-H)-,,,,,,
723,4.930,,,,657.5044,29872,-1,Negative,,,,,658.5117,(M-H)-,,,,,,
724,9.071,,,,844.6057,29821,-1,Negative,Phosphatidylcholine,PC 18:1_19:1,,C45H86NO8P,799.6091,(M+CHO2)-,844.6073,-1.8,1.8,95.55,PC 37:2,2,PC 18:1/19:1,65.2
725,2.337,,,,673.3575,29800,-1,Negative,,,,,674.3648,(M-H)-,,,,,,
726,6.219,,,,843.5199,29766,-1,Negative,,,,,844.5272,(M-H)-,,,,,,
727,12.890,,,,168.9895,29716,-1,Negative,,,,,169.9967,(M-H)-,,,,,,
728,7.055,,,,777.6005,29509,-1,Negative,,,,,778.6078,(M-H)-,,,,,,
729,7.365,,,,801.5610,29504,-1,Negative,,,,,802.5683,(M-H)-,,,,,,
730,8.616,,,,784.5101,29497,-1,Negative,,,,,785.5173,(M-H)-,,,,,,
731,8.296,,,,878.5914,29458,-1,Negative,Phosphatidylcholine,PC 18:0_22:6,,C48H84NO8P,833.5935,(M+CHO2)-,878.5917,-0.3,0.3,76.19,PC 40:6,1,PC 18:0/22:6,100.0
732,8.642,,,,1027.2517,29360,-1,Negative,,,,,1028.2590,(M-H)-,,,,,,
733,10.463,,,,1231.2778,29254,-1,Negative,,,,,1232.2851,(M-H)-,,,,,,
734,2.988,,,,321.2104,29220,-1,Negative,,,,,322.2176,(M-H)-,,,,,,
735,5.965,,,,832.5126,29194,-2,Negative,,,,,1667.0398,(M-2H)-2,,,,,,
736,3.816,,,,1317.5935,29166,-1,Negative,,,,,1318.6008,(M-H)-,,,,,,
737,8.148,,,,805.6316,29050,-1,Negative,,,,,806.6389,(M-H)-,,,,,,
738,2.616,,,,165.0409,29006,-1,Negative,,,,,166.0482,(M-H)-,,,,,,
739,3.138,,,,634.3333,28998,-1,Negative,,,,,635.3405,(M-H)-,,,,,,
740,6.750,,,,1588.1176,28920,-1,Negative,,,,,1589.1249,(M-H)-,,,,,,
741,2.936,,,,894.9442,28896,-1,Negative,,,,,895.9515,(M-H)-,,,,,,
742,0.592,,,,520.9099,28895,-1,Negative,,,,,521.9172,(M-H)-,,,,,,
743,10.396,,,,1469.3653,28837,-1,Negative,,,,,1470.3726,(M-H)-,,,,,,
744,10.025,,,,782.5707,28837,-1,Negative,,,,,783.5780,(M-H)-,,,,,,
745,2.584,,,,500.2779,28810,-1,Negative,Lysophosphatidylethanolamine,LPE 20:4,,C25H44NO7P,501.2855,(M-H)-,500.2783,-0.8,0.8,93.42,LPE 20:4,1,LPE 20:4,100.0
746,10.562,,,,884.7185,28806,-1,Negative,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d44:1,,C50H97NO8,839.7214,(M+CHO2)-,884.7196,-1.2,1.2,89.53,HexCer_NS d44:1,17,,
747,7.756,,,,901.5803,28794,-1,Negative,Phosphatidylinositol,PI 19:1_20:2,,C48H87O13P,902.5884,(M-H)-,901.5812,-0.9,0.9,94.47,PI 39:3,1,PI 19:1/20:2,100.0
748,3.472,,,,447.2749,28771,-1,Negative,,,,,448.2821,(M-H)-,,,,,,
749,9.939,,,,843.6574,28742,-1,Negative,Sphingomyelin,SM d41:2,,C46H91N2O6P,798.6615,(M+CHO2)-,843.6597,-2.7,2.7,92.91,SM d41:2,37,,
750,4.849,,,,815.4863,28727,-1,Negative,Phosphatidylglycerol,PG 40:9,,C46H73O10P,816.4941,(M-H)-,815.4869,-0.7,0.7,72.32,PG 40:9,2,,
751,3.174,,,,489.2769,28636,-1,Negative,,,,,490.2842,(M-H)-,,,,,,
752,9.488,,,,882.6222,28630,-1,Negative,Phosphatidylcholine,PC 18:0_22:4,,C48H88NO8P,837.6248,(M+CHO2)-,882.6230,-0.9,0.9,92.82,PC 40:4,2,PC 18:0/22:4,72.9
753,5.331,,,,112.9856,28562,-1,Negative,,,,,113.9929,(M-H)-,,,,,,
754,5.862,,,,858.5803,28529,-1,Negative,,,,,859.5876,(M-H)-,,,,,,
755,4.931,,,,413.2219,28500,-1,Negative,,,,,414.2291,(M-H)-,,,,,,
756,6.158,,,,772.5129,28462,-1,Negative,Phosphatidylcholine,PC 16:0_16:3,,C40H74NO8P,727.5152,(M+CHO2)-,772.5134,-0.6,0.6,88.10,PC 32:3,3,PC 16:0/16:3,65.6
757,6.712,,,,736.4918,28375,-1,Negative,Phosphatidylethanolamine,PE 16:1_20:4,,C41H72NO8P,737.4996,(M-H)-,736.4923,-0.6,0.6,92.92,PE 36:5,1,PE 16:1/20:4,100.0
758,2.619,,,,485.2569,28310,-2,Negative,,,,,972.5283,(M-2H)-2,,,,,,
759,2.019,,,,269.2121,28305,-1,Negative,,,,,270.2194,(M-H)-,,,,,,
760,0.940,,,,266.9888,28176,-1,Negative,,,,,267.9961,(M-H)-,,,,,,
761,6.538,,,,879.2142,28133,-1,Negative,,,,,880.2215,(M-H)-,,,,,,
762,12.786,,,,354.9246,28129,-1,Negative,,,,,355.9319,(M-H)-,,,,,,
763,5.994,,,,884.5900,28084,-1,Negative,,,,,885.5973,(M-H)-,,,,,,
764,9.610,,,,750.5994,28046,-1,Negative,,,,,751.6067,(M-H)-,,,,,,
765,7.597,,,,878.5909,27992,-1,Negative,Phosphatidylcholine,PC 18:1_22:5,,C48H84NO8P,833.5935,(M+CHO2)-,878.5917,-0.9,0.9,85.94,PC 40:6,2,PC 18:1/22:5,69.5
766,4.940,,,,901.5444,27974,-1,Negative,,,,,902.5517,(M-H)-,,,,,,
767,8.431,,,,748.5785,27956,-1,Negative,,,,,749.5857,(M-H)-,,,,,,
768,5.347,,,,831.5022,27937,-1,Negative,Phosphatidylinositol,PI 16:1_18:2,,C43H77O13P,832.5102,(M-H)-,831.5029,-0.8,0.8,97.94,PI 34:3,3,PI 16:1/18:2,44.4
769,2.794,,,,297.2433,27830,-1,Negative,,,,,298.2505,(M-H)-,,,,,,
770,4.931,,,,635.5100,27824,-1,Negative,,,,,636.5173,(M-H)-,,,,,,
771,2.037,,,,512.2990,27775,-1,Negative,Lysophophatidylcholine,LPC 14:0/0:0,,C22H46NO7P,467.3012,(M+CHO2)-,512.2994,-0.9,0.9,89.22,LPC 14:0,1,LPC 14:0,100.0
772,10.428,,,,527.4465,27695,-1,Negative,,,,,528.4538,(M-H)-,,,,,,
773,3.692,,,,558.3325,27662,-1,Negative,,,,,559.3398,(M-H)-,,,,,,
774,5.259,,,,720.4814,27649,-1,Negative,Phosphatidylcholine,PC 14:0_14:1,,C36H70NO8P,675.4839,(M+CHO2)-,720.4821,-1.0,1.0,95.62,PC 28:1,3,PC 14:0/14:1,67.9
775,6.146,,,,820.4881,27556,-1,Negative,,,,,821.4954,(M-H)-,,,,,,
776,4.542,,,,946.3483,27552,-1,Negative,,,,,947.3556,(M-H)-,,,,,,
777,10.041,,,,602.5103,27455,-1,Negative,,,,,603.5176,(M-H)-,,,,,,
778,4.168,,,,595.4248,27447,-1,Negative,,,,,596.4321,(M-H)-,,,,,,
779,11.122,,,,918.7159,27431,-1,Negative,Phosphatidylcholine,PC 16:0_26:0,,C50H100NO8P,873.7187,(M+CHO2)-,918.7169,-1.0,1.0,90.37,PC 42:0,1,PC 16:0/26:0,100.0
780,9.252,,,,923.6306,27373,-1,Negative,,,,,924.6378,(M-H)-,,,,,,
781,2.338,,,,325.2226,27359,-1,Negative,,,,,326.2299,(M-H)-,,,,,,
782,10.266,,,,623.5727,27356,-1,Negative,,,,,624.5800,(M-H)-,,,,,,
783,6.114,,,,769.5018,27292,-1,Negative,,,,,770.5090,(M-H)-,,,,,,
784,6.350,,,,808.5127,27269,-1,Negative,,,,,809.5200,(M-H)-,,,,,,
